permit,long_name
67514,67514 - Close House Farm
67527,67527 - Springwell Quarry
67534,67534 - Kibblesworth Quarry Landfill Site
67548,67548 - Crawcrook Quarry
67581,67581 - Burnhills Landfill - (phase 2 B)
67600,67600 - Triple ' A ' Animal Hotel & Care Centre
67603,67603 - Burnhills Quarry Landfill Site ( Phase 3-6)
67619,67619 - Felling Riverside - Phase 2 - Stage 1
68657,68657 - West Tanfield Quarries
68669,68669 - Thompsons Of Prudhoe Limited
68679,"68679 - North Wold Farm ,folkton"
68680,68680 - Brickyard Farm Landfill Site
68681,68681 - Soil And Sludge Lagoons
68682,68682 - Thirsk Junction Brick & Tile Works
68683,68683 - Scorton Landfill
68685,68685 - Knabbs Quarry
68686,68686 - Leases Farm Landfill
68687,68687 - Farnham Lane Railway Cutting
68688,68688 - Parsons Lane Landfill
68691,68691 - Rock Cottage Farm
68692,68692 - Rock Cottage Farm
68693,68693 - Sunnyside Farm
68696,68696 - Shawl Quarry
68697,68697 - Shawl Quarry Phase 2
68702,68702 - St Nicholas Fields
68709,68709 - Raskelf Road
68724,68724 - Scorton Landfill Site
70001,70001 - Lodge Farm Salford
70006,70006 - Land Near Dog Farm
70022,70022 - Bromham Landfill
70024,70024 - W R G  Waste Services - Arlesey Landfill
70034,70034 - Bromham Bedford
70037,70037 - Bedfordshire C C - Elstow Landfill Site A6
70038,70038 - Sundon Landfill
70046,70046 - W R G Waste Services - Brogborough Landfill
70052,70052 - S I T A - Potton Landfill
70057,70057 - Buckingham Group Contracting - Waterloo Farm
70067,70067 - Ledburn Sandpit
70072,70072 - Peter Bennie Ltd - Woodlands Farm
70074,70074 - G F X Hartigan Ltd - Ravenstone Quarry
70075,70075 - Bletchley Landfill
70077,70077 - S V & J Barfoot - Courts Farm
70078,70078 - G F X Hartigan Ltd - Woad Farm
70085,70085 - T Taylor Agricultural Contractors - Woad Farm
70095,70095 - Maurice Goss - Woodlands
70118,70118 - Donarbon Ltd - Dickersons
70119,70119 - Thornhaugh Landfill Site
70121,70121 - Buckden North Landfill
70122,"70122 - M Dickerson Ltd - The Carrops, Red Lodge"
70124,"70124 - Cemex Uk Cement Ltd, Barrington Cement Works"
70129,70129 - S M Akhtar - Flint Cross
70130,70130 - Eye Quarry
70132,70132 - Eaton Tractors - Pitt Farm
70138,70138 - Guyhirn Landfill
70139,70139 - Vetspeed - Cambridge Pet Crematorium
70149,70149 - Eversden Landfill - Eltisley Landfill
70150,70150 - Meldreth Landfill
70151,70151 - Wilbraham Chalk Quarry
70152,70152 - Eversden Landfill - Quy Landfill
70260,70260 - Wivenhoe Landfill
70265,70265 - Princess Margaret Road Landfill
70269,70269 - Great Holts Farm
70270,70270 - The East Tilbury Quarry
70271,70271 - Titan Pit
70273,70273 - Hall Lane Landfill
70281,70281 - Medebridge Road Landfill
70288,70288 - Stevens Farm
70291,70291 - Barnards Farm
70295,70295 - Tile Kiln Farm
70302,70302 - Belsteads Farm
70303,70303 - Dyers Mead Landfill Site
70308,70308 - Boyton Hall Farm
70310,70310 - Old House Farm
70318,70318 - St Cleres Hall Pit
70321,70321 - Bellhouse Quarry
70322,70322 - Martell's Quarry Landfill Site
70326,70326 - D Haird & Co Ltd - Old Chalk Pit
70328,70328 - Flint Grit Pond
70329,70329 - Beazley End Landfill
70339,70339 - Blood Lagoons
70399,70399 - Carr & Bircher - Widdington Disused Chalk Pit
70402,70402 - Southfields Quarry
70434,70434 - Westwick Lagoons
70435,70435 - Pulham St Mary
70436,70436 - Mayton Wood Landfill
70438,70438 - Costessey Landfill
70439,70439 - Beetley Landfill
70440,70440 - N E W S - Blackborough End Landfill
70441,70441 - Docking Landfill
70442,70442 - Postwick Waste Site
70444,70444 - Rackheath
70445,70445 - Hemblington
70447,70447 - Garboldisham Landfill
70448,70448 - Lyng Sand & Gravel Pit
70449,70449 - Anti Waste Ltd - Kilverstone Landfill
70450,70450 - Snetterton Landfill
70453,70453 - Costessey
70455,70455 - Letheringsett
70460,70460 - Middleton Aggregates Ltd - Blackborough End Landfill
70462,70462 - W George - Blackborough End Landfill
70463,70463 - Norwich
70465,70465 - Burgh Castle
70466,70466 - Baco- Compac - Chalk Farm
70467,70467 - Attlebridge
70468,70468 - Carbrooke Landfill Site
70470,70470 - Frimstone - Snettisham Carstone Quarry
70471,70471 - Brooke
70472,70472 - Lyng Sand & Gravel Pit
70474,70474 - Holgate Road Landfill Site
70475,70475 - British Sugar Plc - Anzac Pit
70476,70476 - Wymondham
70478,70478 - Hainford
70479,70479 - Frimstone - Carbrooke Landfill
70482,70482 - Blackborough End Landfill
70483,70483 - Costessey ( Extn )
70559,70559 - North Brook Landfill Site
70561,70561 - C D C Deene Quarry
70562,70562 - Cowthick Limestone Gullet
70583,70583 - Kilsby Landfill
70592,70592 - Collyweston Quarry Extension
70595,70595 - Disused Railway Cutting. Warmington.
70601,70601 - Kings Cliffe Works
70608,70608 - Rushton Landfill
70610,70610 - Glenhill Farm
70611,70611 - Cranford Landfill
70613,70613 - Cranford Landfill Extension
70643,70643 - Linnell Bros  Ltd- Silverstone Quarry
70644,70644 - D A Bird - Pury End Quarry
70645,70645 - Pianoforte Supplies - Old Quarry
70646,70646 - Milton Sand & Quarry
70647,70647 - Wooton Quarry
70648,70648 - Milton Malsor Landfill
70652,70652 - R M C Aggregates - Passenham
70662,70662 - Wooton Quarry
70663,70663 - Pury Hill Developments - Pury Hill Farm
70664,70664 - J Harper - Brook Farm
70670,70670 - Sidegate Lane Landfill
70680,70680 - Iff Stafford Works
70682,70682 - The Scotts Company (uk) Ltd Lagoon
70683,70683 - Crane Ltd
70684,70684 - British Sugar - Bury St Edmunds Sugar Factory
70687,70687 - Folly Farm Landfill
70688,70688 - Eames Pet Cemetary
70689,70689 - Ski Centre
70690,70690 - Brundon Lane Landfill
70691,70691 - Arc Landfill
70692,70692 - Anti Waste Ltd - Kentford Landfill Site
70695,70695 - Bramford Quarry
70697,70697 - Old Sandy Lane Pit
70698,70698 - Sally Woods Lane Landfill
70700,70700 - Barking Landfill
70701,70701 - Ticehurst Gravels - Ticehurst Farm
70704,70704 - Gallows Hill Pit
70705,70705 - Euston Estates
70706,70706 - British Sugar - Hollow Road Landfill
70707,70707 - Fornham St Genevieve Landfill
70708,70708 - Culford Waste Ltd - The Folly
70709,70709 - Stanchils Farm
70711,70711 - A R Tilbrook Ltd - Gravel Hill
70712,70712 - A R Tilbrook Ltd - Culford Gravel Pit
70713,70713 - Lackford Landfill
70714,70714 - Sewage Works
70719,70719 - Gisleham
70720,70720 - Oulton
70722,70722 - Pakefield Landfill
70723,70723 - Waldringfield Quarry
70724,70724 - Creeting Hills
70725,70725 - T J & W M Cardy - The Folly
70807,70807 - Winterton Landfill Site
70809,70809 - Elsham Landfill
70811,70811 - Melton Ross Quarry
70813,70813 - Goxhill Tileries
70817,70817 - Total Lindsey Oil Refinery
70822,70822 - Hoe Hill Landfill
70829,70829 - Dragonby Landfill Site A
70831,70831 - Cristal Pigment U K Ltd
70898,70898 - Smith Clayton Forge
70899,70899 - Spike Island Landfill
70900,70900 - Albion Works Landfill Site
70905,70905 - Brauncewell Quarry
70907,70907 - Biscathorpe Landfill Site
70908,70908 - Longwood Quarry
70913,70913 - Manor Pit Landfill
70919,70919 - Little Bytham Landfill
70921,70921 - Bardney Sugar Factory
70925,70925 - Tattershall Thorpe Plots 56 & 73
70934,70934 - Nettleton Bottom Quarry
70935,70935 - Canwick Sewage Treatment Works
70958,70958 - Saturday Pits
70965,70965 - Fiddlers Elbow Dredging Tip
70976,70976 - Canwick Sewage Treatment Works
70977,70977 - Hykeham Sand & Gravel Quarry
70990,70990 - Stainby Landfill Site
71000,71000 - Whisby Quarry
71013,71013 - Boiling Wells Farm
71061,71061 - Luffenham Landfill Site
71063,71063 - Ketton Landfill
71064,71064 - Woolfox Quarry
71070,71070 - J P Callanan - Stone Lane Quarry
71105,71105 - Frimstone - Blackborough End
71107,71107 - Premier Aggregates - Finmere Quarry Landfill Site
71108,71108 - Martell's Quarry Landfill Site
71190,71190 - Attlebridge Landfill Site
71203,71203 - Landfill Cell 4/5
71211,71211 - Easton Inert Landfill Site
71235,71235 - Darmsden Hall Farm Landfill Site
71240,71240 - Haddiscoe
71266,71266 - East Tilbury Quarry
71334,71334 - Folly Farm Landfill
72006,72006 - Stallingborough Landfill
72011,72011 - Anchor Lane Landfill Site
72012,72012 - Harmston Quarry Inert Landfill Site
72015,72015 - Part O S Plot 6068
72016,72016 - Spalding Road
72019,72019 - Land Adj  A46 Moor Lane
72020,72020 - Old Chalk Pit
72029,72029 - Scotland House Reservoir
72038,72038 - Boiling Wells Farm
72054,72054 - Land Adjacent To Riverslea Farm
72064,72064 - Conesby Quarry Phase I
72067,72067 - Thornton Curtis Landfill
72080,72080 - North Killingholme Landfill
72090,72090 - Worlaby Landfill Site
73008,73008 - Brauncewell Quarry
73011,73011 - Eye Quarry - Northern Extension
73044,73044 - Corby Inert Landfill Site
73046,73046 - Dogsthorpe Landfill
73052,73052 - Rushton Landfill
73054,73054 - Clifford Hill Quarry
73056,73056 - Clifford Hill Quarry
73153,73153 - Long Drowpits Landfill
73156,73156 - Rectory Farm Quarry
73217,73217 - Nettleton Bottom Quarry
73229,73229 - Leadenham Landfill Site
73230,73230 - Boston Landfill Site
73235,73235 - Kirton Lindsey Landfill Site
73278,73278 - Harlestone Quarry
73279,73279 - Cranford Landfill (extension)
73280,73280 - Boughton Quarry Landfill
73281,73281 - Husbands Bosworth Landfill Site
73320,73320 - Brauncewell Quarry Landfill
73340,73340 - Southorpe Quarry
75001,75001 - Seearo Construction Ltd - Barrington Park Farm
75015,75015 - Whitsundoles Farm
75025,75025 - Foxcote Pumping Station
75027,75027 - T Taylor Agricultural Contractors - Rislip Farm
75031,75031 - Graham Churchill Plant Ltd - Bufflers Holt
75035,75035 - Premier Skip Hire - Finmere Railway Cutting
75039,75039 - Anti Waste Ltd - Blackborough End
75040,75040 - Anti Waste Ltd - Green Land Blackborough End
75044,75044 - Ivinghoe Aston Quarry
75048,75048 - Anti Waste Ltd - Centre Basin - Kennett Landfill
75113,75113 - Witcham Meadlands Landfill Site
75162,75162 - Passenham Gravel & Pit Ppc Extension
75173,75173 - Milton Landfill
75204,75204 - Passenham Landfill
75213,75213 - Widdington Pit
75219,75219 - Whitsundoles Farm
75222,75222 - Brickyard Quarry
75223,75223 - Lodge Farm Landfill
76089,76089 - Richmond Lakes
80017,"80017 - Howards Brickworks Ii, Prestwood"
80103,"80103 - Gerpins Lane, Upminster"
80118,80118 - Rainham Landfill
80127,80127 - Fairlop Quarry
80140,80140 - Rainham Landfill ( Phase 4 ) Ferry Lane
80164,"80164 - Hatfield Quarry, St Albans"
80176,"80176 - Bedwell Park Quarry, Essendon"
80213,80213 - Vicars Grove Pit
80219,"80219 - Moor Mill, St Albans"
80260,"80260 - Brookfield Nursery, Broxbourne"
80389,80389 - Fairlop Quarry (area C)
80421,80421 - Netherhall Landfill
80422,80422 - Netherhall Landfill 1
80423,"80423 - Netherhall Landfill, 2"
80424,80424 - Netherhall Landfill 4
80462,80462 - Aveley No3 Clay Pit
80463,80463 - Aveley No2 Clay Pit
80464,80464 - Aveley No2a Clay Pit
80465,80465 - Mill Lane Landfill
80466,80466 - Mill Lane Landfill (2)
80467,80467 - Crumps Farm
80498,80498 - Netherhall Landfill
80508,80508 - Mill Mane Landfill
80531,80531 - South Of Sipson Lane I I
80547,80547 - Anstey Chalk Quarry
80558,80558 - P L A Silt Lagoons
80570,80570 - Hatfield Leachate Treatment Facility
80594,80594 - Sipson North East Inert Landfill
80737,80737 - Tyttenhanger Landfill Site
80738,"80738 - Coldharbour Lane, Rainham"
80739,80739 - Aveley Gas Utililisation Scheme
80760,80760 - Ingrebourne Valley - Cock Lane
80787,"80787 - Epping Forest D C, Bobbingworth Leachate Treatment"
83021,"83021 - Kingsley Quarry (lode Fm Sandpit), Gu35"
83025,83025 - Apps Court Farm
83053,83053 - Bramshill Plantation Qy
83090,83090 - Reservoir Aggregates
83094,"83094 - Halliford Mere, Shepperton, Tw17"
83099,83099 - Landfill
83100,"83100 - Lower Mill Farm, Stanwell Moor"
83104,"83104 - Staines Road Farm, Shepperton, Tw17"
83105,"83105 - Stanwell I I I Landfill, Staines"
83115,83115 - Runfold South Landfill & Quarry
83123,"83123 - Stock Farm Stone Quarry, Churt, Gu10"
83132,"83132 - Sheephouse Farm, Maidenhead, Sl6"
83138,"83138 - Stroud Farm, Bray, Maidenhead, Sl6"
83153,83153 - Whistley Mill ( Stage 3)
83154,83154 - Whistley Mill ( Stage 4)
83203,"83203 - Land Adj Junction 8 M25, Reigate, Rh2"
83223,"83223 - Keepers Corner, Burstow, Rh6"
83225,83225 - Camas Building Materials
83305,"83305 - Seale Lodge Landfill, Seale, Gu10"
83328,83328 - Runfold Landfill Site Southern Extension  Area B
83532,83532 - Beechwood Nurseries
83596,83596 - Betchworth Sand Quarry Landfill
86019,86019 - Herons Nest Landfill Stage 1
86020,86020 - Herons Nest Landfill Stage 2
86023,86023 - Field Farm Stage 3
86024,86024 - Field Farm Stage 2
86025,86025 - Field Farm Stage 2b
86029,86029 - Smallmead Farm
86030,86030 - Barton Court 1
86034,86034 - Beenham Stage 4
86035,86035 - Marley Tile Stage 3
86130,86130 - Slape Hill 1
86134,86134 - Gravel Works At Stanton Harcourt 2
86137,86137 - Sutton Wick 2
86139,86139 - Gravel Works At Stanton Harcourt 3
86142,86142 - Sutton Wick 2 Extension
86158,86158 - Alkerton Waste Disposal Site Phase 2b
86174,86174 - North End Works
86201,86201 - Area 6 ( Marlow Quarry)
86227,86227 - Sutton Wick
86386,86386 - Ewelme No 2 Landfill - Inert Area
86408,86408 - Little Marlow Landfill Site
100036,100036 - Henbury Plantation
100208,100208 - Arthington Quarry
100303,100303 - Land At Coombe Bank Farm
100392,100392 - Conygre Farm - Hoveringham
100480,100480 - Rudd Quarry
100481,100481 - D & M A Sunderland & Son Ltd
100492,100492 - Churston Court Farm
100561,100561 - Mepal Airfield Inert Landfill
100565,100565 - Kennett Hall Farm
100587,100587 - Goldmire Quarry
100602,100602 - Hard Rock Quarry Landfill
100613,100613 - W Clifford Watts Ltd
100631,100631 - New Denham Quarry
100648,100648 - Clockface Quarry Inert Site
100767,100767 - Lenham Quarry
100810,100810 - Cromwell Wood Quarry
100825,100825 - Hints Quarry Inert Landfill Site
100826,100826 - Shipton Quarry
100877,"100877 - Lagoon 5 (aka Saham Lagoon), Saham Toney, Thetford"
100878,100878 - Lagoons 1-4
100954,100954 - Princewood Road Site
101002,101002 - Land At Stroud Farm
101013,101013 - Chalk Pit Field Deposit For Recovery Site
101020,101020 - Wallasea Island Wildcoast Project
101155,101155 - The Orchard Burial Ground
101159,101159 - Eastwood Dredging Site
101194,101194 - Betaland Ltd
101303,101303 - Eggborough Sandpit
101312,101312 - Stone Lane Quarry
101333,101333 - Eversley Quarry
101357,101357 - Hollings Hill Quarry Landfill
101417,101417 - Thanet Animal Cemetery
101535,101535 - Yalberton Tor Quarry Landfill
101575,101575 - Cumberwell Park
101644,101644 - Reading Quarry
101652,101652 - Bluelands Quarry
101686,101686 - Gill Mill Quarry Phase 13
101750,101750 - Fowlmead Country Park
101752,101752 - Lyme And Wood Pits Landfill
101771,101771 - Former Sand Quarry
101784,101784 - Mr Paul Anthony Weaving & Mrs Margaret Joy Weaving
101806,101806 - Wilminstone Quarry
101807,101807 - The Rookery Manor
101823,101823 - Wyndham Park Access Road
101830,101830 - Southmead Playing Fields
101840,101840 - Home Farm Extension Landfill Site
101844,101844 - Chase Farm
101893,101893 - Respect Green Burial Park
101897,101897 - Land South Of Westhay Moor Drove
101898,101898 - Newbury Rugby Football Club
101916,101916 - Roundhouse Farm Sand And Gravel Quarry
101917,101917 - Ingrebourne Links
101921,101921 - Reclamation Ponds Site
101968,101968 - Rose Bowl
101970,101970 - National Track Materials Recycling Centre
101989,101989 - Aston Wood Golf Club
102008,102008 - Garon Park Golf Complex
102017,102017 - Caldecote Farm
102018,102018 - Carr Hill Quarry
102036,102036 - Downes Barns Farm Golf Course
102094,"102094 - Lake 31, Keynes Country Park"
102104,102104 - Herniss Farm Landfill
102110,102110 - Project Red
102116,102116 - Deangate Ridge Golf & Sports Complex
102125,102125 - New Hook Farm
102136,102136 - Weybrook Park Golf Club
102146,102146 - Base Motorpark
102165,102165 - Former U C M Works
102171,102171 - Finmere Quarry Landfill Site
102176,102176 - Goldsands Quarry
102187,102187 - Kingsdown Farm
102188,102188 - Tollgate Farm
102189,102189 - Sywell Shooting Ground
102210,102210 - Fletcher Bank Quarry
102220,102220 - Fullard
102238,102238 - Eysey Manor Quarry
102278,102278 - Oak Leaf Farm
102333,102333 - Snettisham Quarry
102399,102399 - The British Wildlife Centre
102405,102405 - Sandon Quarry
102441,102441 - Riding Gate Acoustic Bund
102451,102451 - Port Warrington Facility
102454,102454 - Mersey Valley Golf & Country Club
102462,102462 - Former Marlbrook Quarry
102484,102484 - Ogbourne Downs Golf Club
102499,102499 - Woodlands Golf And Country Club
102505,102505 - Waterbrook Park
102514,102514 - Rugeley Ash Lagoons
102532,102532 - Distington Golf Club
102538,102538 - Residential Development At Browns Lane
102551,102551 - Ketley Quarry
102570,102570 - Barby Sporting Club
102571,102571 - Windy Harbour
102572,"102572 - Land Off Yeoford Way, Exeter"
102601,102601 - Tamworth Municipal Golf Course
102617,102617 - Goshems Farm
102620,102620 - Bromley Farm Quarry
102641,102641 - Pinches 3 Landfill
102656,102656 - New Monks Farm
102670,102670 - Oxford Gun Company
102680,102680 - Twin Yards Farm
102721,102721 - Cherry Lodge Golf Club
102749,102749 - Basset Down Golf Course
102770,102770 - Buck Farm
102810,102810 - Kent And Surrey Golf Course
102825,102825 - Gainsborough Farm
102830,102830 - Dunsville Quarry
102836,102836 - Weston Park Lakes
102849,102849 - London Gateway Parkland
102860,102860 - Marchwood Pond
102877,102877 - Fairfields Farm
102882,102882 - Newbold Quarry
102889,102889 - West Fossil Golf Complex
102956,102956 - Britannia Quarry
102957,102957 - Mitchells Elm Farm
102965,102965 - Coln Quarry
102986,102986 - Bowling Green Farm Quarry Complex
102991,102991 - Lee Moor Restoration Area
102995,102995 - Stonelees Golf Course
103003,103003 - Little Belhus Restoration
103020,103020 - Lake 81 Rixton Gate
103034,103034 - Dummer Down Farm
103035,103035 - Raven Crag
103041,103041 - Sinclairs Shooting Ground
103042,103042 - Chiltern Hills Golf Course
103043,103043 - Dyrham Park Country Club
103047,103047 - Thruxton Airport
103054,103054 - Shorncote Quarry Complex
103055,103055 - Great Hadham Golf & Country Club
103056,103056 - Beacon Park Golf And Country Club
103081,103081 - Kennetholme Quarry
103106,103106 - Tyne Dock
103107,103107 - North Cave Wetlands
103134,103134 - Ticehurst Gravels
103160,103160 - Saxon Pit
103163,103163 - Carbrooke Quarry
103165,103165 - Replacement Polo Field
103173,103173 - Midgham Quarry
103178,103178 - Caddington Golf Club
103180,103180 - Blackstone Quarry
103192,103192 - Hough Mill Quarry
103211,103211 - Berkswell Quarry
103214,103214 - Bradleys Sandpit Recreational Facility
103216,103216 - Worlington Quarry
103223,103223 - Haygrass Nurseries
103229,103229 - Barking Riverside
103232,103232 - Beal Valley Golf Course
103233,103233 - Flixton Quarry
103234,103234 - Crimplesham Quarry
103237,103237 - Costessey Quarry
103246,103246 - Wakehurst Place
103257,103257 - Coggeshall Quarry
103273,103273 - Port Medway Marina
103287,103287 - Thurcroft Old Plant Area
103294,103294 - Cranfield Golf Centre
103301,103301 - Fazakerley Playing Fields
103303,103303 - Westridge Golf Course
103309,103309 - Fairlop Quarry
103324,103324 - Clearwell Quarry Complex
103337,103337 - Oakmere Equestrian Development
103341,103341 - Saredon Hill Quarry
103343,103343 - Snetterton Circuit
103344,103344 - Higher Oxencombe Farm
103348,103348 - Kineton Thorns Site
103350,103350 - Bold Heath Quarry
103372,103372 - Tong Quarry
103374,103374 - Trebant Farm
103375,103375 - Stafford Castle Golf Club
103385,103385 - Kingscott Farm
103393,103393 - Bradgate Landfill Site ( Borrow Pit Area)
103395,103395 - Polvenna Farm
103405,103405 - Coleshill Quarry
103411,103411 - Teesport Landfill
103412,103412 - Harewood Whin Landfill
103418,103418 - Cainhoe Quarry
103431,103431 - Home Farm
103436,103436 - Arden Brickworks
103445,103445 - Land At Longham And Spreadoak Quarry
103457,"103457 - Land Adj To Junction 27, M5"
103480,103480 - West Park
103486,103486 - Cromwell Quarry
103487,103487 - Hithermoor Quarry
103488,103488 - Holmsted Farm
103489,103489 - Hareshill Farm Equestrian Centre
103490,103490 - Sutton Farm Golf Course
103494,103494 - Marchwood Quarry
103500,103500 - Wigton R U F C
103507,103507 - Earls Barton Quarry
103518,103518 - Hertford Heath Golf Course
103534,103534 - Clinker Wood
103550,103550 - Cross Leys Quarry
103570,103570 - Furzedown Farm
103572,103572 - Slinford Park Golf And Country Club
103575,103575 - Trinity Recycling Centre
103585,103585 - White Horse Country Park
103605,103605 - Doncaster Moto Park
103620,103620 - Moores Farm
103623,103623 - John Bowler Eggs
103639,103639 - Land Off Govier Way
103641,103641 - Sundon Former Landfill
103648,103648 - Mepal Landfill Extension
103667,103667 - Lydney Golf Course
103672,103672 - Ling Hall Landfill
103678,103678 - Steart Hall Farm
103699,103699 - Strensham Court Lakes
103733,103733 - Overby Quarry
103734,103734 - Plot 1
103740,103740 - Two Chimneys Caravan Park
103762,103762 - Stainton Quarry
103783,103783 - Sywell Aerodrome - West Runway Extension
103824,103824 - The Shooting Bunds A303 Recycling Facility
103853,103853 - Farnham Quarry
103860,103860 - Meriden Quarry
103865,103865 - Royal Oak Quarry
103912,103912 - Ketley Quarry Landfill
103930,103930 - Lilford Lodge Marina
103969,103969 - Higher Bagmores Farm
103976,103976 - Kettleby Quarry
103985,103985 - Blackcat Business Park
104077,104077 - Dorset Highways Recycling Area
104107,104107 - Helsbury Quarry Recycling Depot
104152,104152 - Bank End Quarry Landfill
104155,104155 - Goosey Lodge
104159,104159 - Saredon Hill Quarry
104163,104163 - Wood Farm
104174,104174 - Oak Farm
104199,104199 - David Wilson Homes
104250,104250 - Stowey Quarry
104253,104253 - Downton Manor Farm Quarry
104277,104277 - Swindon Driving Range
104313,104313 - Coworth Flexlands School
104320,104320 - Guy Lodge Farm
104334,104334 - British Gypsum Robertsbridge
104357,104357 - Cumnor House School
104377,104377 - Tilgate Forest Driving Range
104400,104400 - Birchfield Springs
104439,104439 - Railway Cutting
104444,104444 - Norton Bottoms
104455,104455 - Land At Rockingham Park
104468,104468 - Knoll Manor Clay Pit
104471,104471 - Land At Lower Vern
104487,104487 - Burton & District Motorcycle Club
104495,104495 - Park Farm Cottage
104501,104501 - Moss Farm Fisheries
104536,104536 - Ringstead Grange Quarry
104546,104546 - Escrick Recreational Facility
104549,104549 - Port Of Millom
104551,104551 - Pendean Sand Quarry
104554,104554 - Land North Of The Sewage Works
104568,104568 - Wolston Fields Farm
104593,104593 - Gwel - An - Mor Luxury Resort
104611,104611 - Abbots Wood Farm
104620,104620 - Waverley New Community
104632,104632 - Cleveland Golf Club
104633,104633 - Hassocks Golf Club
104640,104640 - Sutton Farm
104646,104646 - West Hill Golf Club
104649,104649 - Hampton Leys South
104656,104656 - Knowle Industrial Estate
104674,104674 - Project Red ( Arriva Plot 6)
104685,104685 - West Norton Farm
104695,104695 - Middlemoore Water Park
104719,104719 - Ream Hills Farm
104725,104725 - Meriden Quarry
104735,104735 - Radlett Golf Centre
104738,104738 - Sherborne Golf Course
104757,104757 - Riverside Mill
104780,104780 - Land At Brook Farm
104803,104803 - Seamer Carr Waste Management Facility
104813,104813 - Lodgewood Farm Compost Site
104817,104817 - Lydiate Lane Quarry
104822,104822 - Chadwell Springs Golf Club
104829,104829 - Freshwater Pond Restoration Site
104841,104841 - Shropham Quarry Phases A And B
104893,104893 - Lion Barn Phase 2
104903,"104903 - Field Place Farm, Stairbridge Lane"
104932,104932 - Croughton Fishing Lake
104946,104946 - Rakehead Transfer Station
104992,104992 - Bentinck Tip Site
210000,210000 - Hensall Quarry
210001,210001 - Marks Warren Quarry Landfill
210002,210002 - Summerway Landfill
210006,210006 - Crime Rigg Quarry Landfill
210007,210007 - Bleak Hill 1 Landfill
210008,210008 - Hengrove Farm Landfill
210009,210009 - Broadcroft Quarry Landfill
210010,210010 - Harrycroft Quarry Landfill
210011,210011 - Lulsgate Quarry
210012,210012 - Holmacott Landfill Site
210015,210015 - Glebe Farm Landfill Site
210016,210016 - Enville Road Landfill
210018,210018 - Manor Farm Landfill Site
210019,210019 - Old Heath Farm Landfill
210020,210020 - Greendale Barton Landfill
210021,210021 - Stanwell I I I Landfill
210022,210022 - Hill Barton Landfill
210023,210023 - Trood Lane Landfill Site
210024,210024 - Lockington Quarry Landfill Site
210026,210026 - Hulland Ward Landfill
210027,210027 - Whiteball Landfill
210028,210028 - Dorrington Quarry Landfill Site
210029,210029 - Branton Lane Quarry Landfill
210030,210030 - Egstow Quarry Landfill
210031,210031 - Banks Wood Quarry
210032,210032 - Stone Pit 2 Inert Landfill
210033,210033 - Myton Lane Landfill
210034,210034 - Weights Farm Landfill
210035,210035 - Torr Quarry Landfill Site
210036,210036 - Whitehouse Farm Landfill
210037,210037 - Cantley Landfill Site
210038,210038 - Slinter Top Quarry
210039,210039 - Slip Inn Quarry
210041,210041 - Pendean Landfill
210042,210042 - Nostell Quarry Landfill
210043,210043 - Cow Lane Inert Landfill
210046,210046 - Shrubland Quarry Landfill
210047,210047 - Wickwar Landfill
210048,210048 - Cross Hands Quarry Landfill Site
210049,210049 - Lower Twydall Chalk Pit
210050,210050 - Stock Farm Stone Quarry
210051,210051 - Home Farm South Landfill
210052,210052 - Warren Farm Landfill
210053,210053 - Manor Pit Landfill
210054,210054 - Flixton Quarry Waste Disposal
210055,210055 - Collyweston Quarry
210056,210056 - Barton Quarry Landfill
210057,210057 - All Souls Farm Quarry Landfill
210059,210059 - Wellfield Quarry Landfill
210060,210060 - Woolfox Quarry
210061,210061 - Dispit Limited
210062,210062 - Roan Edge Landfill
210067,210067 - Middleton Site
210068,210068 - Holmsley Landfill Site
210069,210069 - Wivenhoe Landfill Site
210070,210070 - Offerton Sand And Gravel Landfill
210073,210073 - Fenton Manor Quarry Landfill
210075,210075 - Linford Landfill
210076,210076 - Lower Knighton Landfill
210077,210077 - Old Quarrington Quarry Landfill
210078,210078 - Pury End Quarry
210079,210079 - Chilton Railway Cutting Landfill
210080,210080 - Coal Pit Lane Landfill
210081,210081 - Swarkestone Landfill Site
210082,210082 - Carlton Brick Landfill Site
210083,210083 - Knighton Sandpit Landfill
210084,210084 - Whitemoor Haye Landfill Site
210085,210085 - Wilberfoss Quarry Landfill
210086,"210086 - Cell 5, Land At Pratts Farm Lane"
210087,210087 - Borrow Pits Landfill
210089,210089 - Park Lodge Landfill Site
210090,210090 - Harlestone Quarry
210091,210091 - Vale Road Quarry
210092,210092 - Coleshill Landfill
210093,210093 - Darmsden Hall Landfill Site
210094,210094 - Tancred Quarry
210095,210095 - Octagon Farm North Landfill
210096,210096 - Addlestone Quarry
210097,210097 - Sheepcote Quarry
210098,210098 - Tubney Wood Landfill
210100,210100 - East Winch Landfill
210101,210101 - Holme Hall Quarry Landfill
210102,210102 - Rainbow Shaw Quarry
210103,210103 - Lime Kiln Hill Quarry Landfill Site
210104,210104 - Brauncewell Quarry
210105,210105 - Riplingham Landfill
210107,210107 - Derwent Howe Slagbank
210108,210108 - Waldringfield Landfill
210109,210109 - Great Westwood Landfill
210111,210111 - Hallas Rough Qaurry
210114,210114 - Homefield Landfill Site
210115,210115 - Laleham Landfill
210116,210116 - Yannon Lane Landfill
210117,210117 - Allens Bank
210118,210118 - Bunkers Quarry Landfill Site
210120,210120 - Layham Quarry Landfill
